scientific_name,authority,category,match_type,multiple_matches,match_similarity,match_edit_distance,wcvp_id,wcvp_name,wcvp_authors,wcvp_rank,wcvp_status,wcvp_homotypic,wcvp_ipni_id,wcvp_accepted_id,wcvp_author_edit_distance,wcvp_author_lcs,keep,resolved_match_type
Schistostemon dichotomum,(Urb.) Cuatrec.,LC,Fuzzy (edit distance),FALSE,0.958,1,2591528,Schistostemon dichotomus,(Urb.) Cuatrec.,Species,Accepted,NA,229299-2,2591528,0,15,1,NA
Cinnamomum culilaban,(L.) J.Presl,EN,Fuzzy (edit distance),FALSE,0.905,2,2721246,Cinnamomum culitlawan,(L.) J.Presl,Species,Accepted,NA,463385-1,2721246,0,12,1,NA
Trema cannabinum,Lour.,LC,Fuzzy (edit distance),FALSE,0.875,2,2518710,Trema cannabina,Lour.,Species,Accepted,NA,856736-1,2518710,0,5,1,NA
Schoenobiblus peruvianus,Standl.,LC,Fuzzy (edit distance),FALSE,0.917,2,2594445,Schoenobiblus peruviana,Standl.,Species,Accepted,NA,229780-2,2594445,0,7,1,NA
Swartzia jororii,Harms,LC,Fuzzy (phonetic),FALSE,0.938,1,2491579,Swartzia jorori,Harms,Species,Accepted,NA,519914-1,2491579,0,5,1,NA
Solanum rudepannum,Dunal,LC,Fuzzy (phonetic),FALSE,0.947,1,3033705,Solanum rude-pannum,Dunal,Species,Accepted,NA,820821-1,3033705,0,5,1,NA
Psydrax livida,(Hiern) Bridson,LC,Fuzzy (edit distance),FALSE,0.867,2,170254,Psydrax lividus,(Hiern) Bridson,Species,Accepted,NA,915410-1,170254,0,15,1,NA
Psydrax latifolia,(F.Muell. ex Benth.) S.T.Reynolds &amp; R.J.F.Hend.,LC,Fuzzy (edit distance),FALSE,0.889,2,337742,Psydrax latifolius,(F.Muell. ex Benth.) S.T.Reynolds & R.J.F.Hend.,Species,Accepted,NA,77063943-1,337742,4,35,1,NA
Psydrax ammophila,S.T.Reynolds &amp; R.J.F.Hend.,LC,Fuzzy (edit distance),FALSE,0.889,2,337729,Psydrax ammophilus,S.T.Reynolds & R.J.F.Hend.,Species,Accepted,NA,77063944-1,337729,4,14,1,NA
Psydrax pendulina,S.T.Reynolds &amp; R.J.F.Hend.,LC,Fuzzy (edit distance),FALSE,0.889,2,337758,Psydrax pendulinus,S.T.Reynolds & R.J.F.Hend.,Species,Accepted,NA,77063955-1,337758,4,14,1,NA
Psydrax saligna,S.T.Reynolds &amp; R.J.F.Hend.,LC,Fuzzy (edit distance),FALSE,0.875,2,337761,Psydrax salignus,S.T.Reynolds & R.J.F.Hend.,Species,Accepted,NA,77063953-1,337761,4,14,1,NA
Psydrax obovata,(Klotzsch ex Eckl. &amp; Zeyh.) Bridson,LC,Fuzzy (edit distance),FALSE,0.875,2,170271,Psydrax obovatus,(Klotzsch ex Eckl. & Zeyh.) Bridson,Species,Accepted,NA,915416-1,170271,4,20,1,NA
Alsophila novabritannica,Lehnert,DD,Fuzzy (phonetic),FALSE,0.917,2,3235852,Alsophila novabrittanica,Lehnert,Species,Accepted,NA,77196045-1,3235852,0,7,1,NA
Styrax obassis,Siebold &amp; Zucc.,LC,Fuzzy (edit distance),FALSE,0.929,1,2580519,Styrax obassia,Siebold & Zucc.,Species,Accepted,NA,327017-2,2580519,4,9,1,NA
Chaetocarpus castanocarpus,(Roxb.) Thwaites,LC,Fuzzy (phonetic),FALSE,0.962,1,37336,Chaetocarpus castanicarpus,(Roxb.) Thwaites,Species,Accepted,NA,340504-1,37336,0,16,1,NA
Phyllanthus dewildiorum,M.G.Gilbert,EN,Fuzzy (phonetic),FALSE,0.957,1,153727,Phyllanthus dewildeorum,M.G.Gilbert,Species,Accepted,NA,931882-1,153727,0,11,1,NA
Aldina aquae-nigrae,M.Yu.Gontsch. &amp; Yakovlev,DD,Fuzzy (phonetic),FALSE,0.947,1,2888433,Aldina aquae-negrae,M.Yu.Gontsch. & Yakovlev,Species,Synonym,NA,77099188-1,2627777,4,15,1,NA
Aldina rio-negrae,M.Yu.Gontsch. &amp; Yakovlev,DD,Fuzzy (phonetic),FALSE,0.941,1,2888436,Aldina rionegrae,M.Yu.Gontsch. & Yakovlev,Species,Synonym,NA,77099187-1,2627777,4,15,1,NA
Symplocos glanduloso-marginata,Hoehne,LC,Fuzzy (phonetic),FALSE,0.967,1,2579118,Symplocos glandulosomarginata,Hoehne,Species,Accepted,NA,247922-2,2579118,0,6,1,NA
Miconia budlejoides,Triana,LC,Fuzzy (phonetic),FALSE,0.95,1,3020116,Miconia buddlejoides,Triana,Species,Accepted,NA,572213-1,3020116,0,6,1,NA
Monteverdia gonoclada,(Mart.) Biral,LC,Fuzzy (edit distance),FALSE,0.909,2,3228752,Monteverdia gonoclados,(Mart.) Biral,Species,Synonym,TRUE,77176108-1,2370226,0,13,1,NA
Xylopia le-testui,Pellegr.,LC,Fuzzy (phonetic),FALSE,0.941,1,2468234,Xylopia letestui,Pellegr.,Species,Accepted,NA,76170-1,2468234,0,8,1,NA
Leandra purpureo-villosa,Hoehne,LC,Fuzzy (phonetic),FALSE,0.958,1,3019850,Leandra purpureovillosa,Hoehne,Species,Synonym,TRUE,136720-2,3244908,0,6,1,NA
Vitex carvalhi,G�rke,VU,Fuzzy (phonetic),FALSE,0.933,1,213376,Vitex carvalhoi,Gürke,Species,Synonym,NA,865642-1,213643,NA,-1,1,NA
Empleurum unicapsulare,(L.f.) Skeels,LC,Fuzzy (edit distance),FALSE,0.913,2,2788529,Empleurum unicapsularis,(L.f.) Skeels,Species,Accepted,NA,772664-1,2788529,0,13,1,NA
Aegiphila valerioi,Standl.,LC,Fuzzy (phonetic),FALSE,0.944,1,3639,Aegiphila valerii,Standl.,Species,Accepted,NA,5839-2,3639,0,7,1,NA
Leandra chaetodon,(DC.) Cogn.,LC,Fuzzy (phonetic),FALSE,0.941,1,3019694,Leandra choetodon,(DC.) Cogn.,Species,Synonym,TRUE,136507-2,3244954,0,11,1,NA
Sciodaphyllum sphaerocomum,Benth.,LC,Fuzzy (edit distance),FALSE,0.923,2,188660,Sciodaphyllum sphaerocoma,Benth.,Species,Accepted,NA,92546-1,188660,0,6,1,NA
Clusia valerioi,Standl.,LC,Fuzzy (phonetic),FALSE,0.933,1,2728653,Clusia valerii,Standl.,Species,Accepted,NA,61629-2,2728653,0,7,1,NA
Eucalyptus gregoryensis,N.G.Walsh &amp; Albr.,LC,Fuzzy (edit distance),FALSE,0.957,1,73050,Eucalyptus gregoriensis,N.G.Walsh & Albr.,Species,Accepted,NA,1003248-1,73050,4,11,1,NA
Myrcia vauthieriana,O.Berg,VU,Fuzzy (phonetic),FALSE,0.947,1,131696,Myrcia vauthiereana,O.Berg,Species,Accepted,NA,599231-1,131696,0,6,1,NA
Miconia laetivirens,L.Uribe,LC,Fuzzy (phonetic),FALSE,0.947,1,3020515,Miconia laetevirens,L.Uribe,Species,Accepted,NA,159237-2,3020515,0,7,1,NA
Crataegus margarettae,Ashe,LC,Fuzzy (edit distance),FALSE,0.952,1,2946099,Crataegus margaretiae,Ashe,Species,Accepted,NA,68594-2,2946099,0,4,1,NA
Pouteria adolfi-friedericii,(Engl.) A.Meeuse,LC,Fuzzy (phonetic),FALSE,0.963,1,163891,Pouteria adolfi-friederici,(Engl.) A.Meeuse,Species,Synonym,TRUE,788785-1,9829,0,16,1,NA
Cryptocarya edanoii,Merr.,EN,Fuzzy (phonetic),FALSE,0.947,1,2745931,Cryptocarya edanoi,Merr.,Species,Accepted,NA,463872-1,2745931,0,5,1,NA
Hydnocarpus subfalcata,Merr.,LC,Fuzzy (edit distance),FALSE,0.913,2,2925484,Hydnocarpus subfalcatus,Merr.,Species,Accepted,NA,365644-1,2925484,0,5,1,NA
Parartocarpus venenosa,(Zoll. &amp; Moritzi) Becc.,LC,Fuzzy (edit distance),FALSE,0.913,2,2547511,Parartocarpus venenosus,(Zoll. & Moritzi) Becc.,Species,Accepted,NA,854869-1,2547511,4,15,1,NA
Myrcia margarettae,(Alain) Alain,CR,Fuzzy (edit distance),FALSE,0.944,1,131394,Myrcia margaretiae,(Alain) Alain,Species,Accepted,NA,281105-2,131394,0,13,1,NA
Cynometra dwyerii,Rados.,DD,Fuzzy (phonetic),FALSE,0.941,1,3238372,Cynometra dwyeri,Rados.,Species,Accepted,NA,77199272-1,3238372,0,6,1,NA
Callicarpa clemensorum,Moldenke,LC,Fuzzy (edit distance),FALSE,0.957,1,30727,Callicarpa clemensiorum,Moldenke,Species,Accepted,NA,861290-1,30727,0,8,1,NA
Malouetia cuatrecasatis,Woodson,EN,Fuzzy (edit distance),FALSE,0.92,2,119150,Malouetia cuatrecasasatis,Woodson,Species,Accepted,NA,149962-2,119150,0,7,1,NA
Schinus lentiscifolius,Marchand,LC,Fuzzy (edit distance),FALSE,0.909,2,2480145,Schinus lentiscifolia,Marchand,Species,Accepted,NA,71033-1,2480145,0,8,1,NA
Diospyros apeibacarpos,Raddi,LC,Fuzzy (phonetic),FALSE,0.955,1,383657,Diospyros apeibocarpos,Raddi,Species,Accepted,NA,322083-1,383657,0,5,1,NA
Brachypterum submontana,(Verdc.) Adema &amp; Sirich.,LC,Fuzzy (edit distance),FALSE,0.917,2,3243004,Brachypterum submontanum,(Verdc.) Adema & Sirich.,Species,Accepted,NA,77209023-1,3243004,4,16,1,NA
Schleinitzia novo-guineensis,(Warb.) Verdc.,LC,Fuzzy (phonetic),FALSE,0.964,1,2591750,Schleinitzia novoguineensis,(Warb.) Verdc.,Species,Accepted,NA,517996-1,2591750,0,14,1,NA
Plinia spirito-santensis,(Mattos) Mattos,EN,Fuzzy (edit distance),FALSE,0.96,1,161412,Plinia spirito-sanctensis,(Mattos) Mattos,Species,Accepted,NA,1004314-1,161412,0,15,1,NA
Deutzia ogatai,Koidz.,DD,Fuzzy (phonetic),FALSE,0.929,1,2763313,Deutzia ogatae,Koidz.,Species,Accepted,NA,790881-1,2763313,0,6,1,NA
Dalbergia cuiabensis,Benth.,LC,Fuzzy (edit distance),FALSE,0.95,1,2755511,Dalbergia cujabensis,Benth.,Species,Accepted,NA,490155-1,2755511,0,6,1,NA
Entada mossambicensis,Torre,VU,Fuzzy (edit distance),FALSE,0.952,1,2789465,Entada mossamhicensis,Torre,Species,Accepted,NA,493855-1,2789465,0,5,1,NA
Psydrax rigidula,S.T.Reynolds &amp; R.J.F.Hend.,LC,Fuzzy (edit distance),FALSE,0.882,2,337760,Psydrax rigidulus,S.T.Reynolds & R.J.F.Hend.,Species,Accepted,NA,77063928-1,337760,4,14,1,NA
Keysseria helena,(C.N.Forbes &amp; Lydgate) Cabrera,CR,Fuzzy (phonetic),FALSE,0.941,1,3097888,Keysseria helenae,(C.N.Forbes & Lydgate) Cabrera,Species,Synonym,TRUE,227287-1,3244399,4,17,1,NA
Tulestea koulamoutouense,Aubr�v. &amp; Pellegr.,CR,Fuzzy (edit distance),FALSE,0.92,2,209370,Tulestea koulamoutouensis,Aubrév. & Pellegr.,Species,Synonym,TRUE,789966-1,67436,NA,-1,1,NA
Miconia doniana,Naudin,LC,Fuzzy (phonetic),FALSE,0.875,2,3020298,Miconia donaeana,Naudin,Species,Accepted,NA,572416-1,3020298,0,6,1,NA
Citharexylum mocinnoi,D.Don,LC,Fuzzy (phonetic),FALSE,0.952,1,41253,Citharexylum mocinoi,D.Don,Species,Accepted,NA,30151384-2,41253,0,5,1,NA
Miconia setosociliata,Cogn.,NT,Fuzzy (phonetic),FALSE,0.955,1,3020970,Miconia setoso-ciliata,Cogn.,Species,Accepted,NA,159726-2,3020970,0,5,1,NA
Ocotea kostermanniana,Vattimo-Gil,EN,Fuzzy (edit distance),FALSE,0.952,1,2386130,Ocotea kostermansiana,Vattimo-Gil,Species,Accepted,NA,171710-2,2386130,0,11,1,NA
Didymopanax longepetiolatus,(Pohl ex DC.) Marchal,LC,Fuzzy (phonetic),FALSE,0.964,1,61587,Didymopanax longe-petiolatus,(Pohl ex DC.) Marchal,Species,Accepted,NA,90347-1,61587,0,21,1,NA
Bathysa mendoncaei,K. Schum.,LC,Fuzzy (phonetic),FALSE,0.944,1,20105,Bathysa mendoncae,K.Schum.,Species,Accepted,NA,29917-2,20105,1,6,1,NA
Ilex euryaeformis,Reissek,EN,Fuzzy (phonetic),FALSE,0.882,2,2860716,Ilex euryiformis,Reissek,Species,Unplaced,NA,83271-1,NA,0,7,1,NA
Pandanus juliferus,Martelli,CR,Fuzzy (edit distance),FALSE,0.889,2,286257,Pandanus julifer,Martelli,Species,Accepted,NA,671076-1,286257,0,8,1,NA
Anadelphia lomaense,(A.Camus) Jacq.-F�l.,VU,Fuzzy (edit distance),FALSE,0.9,2,391783,Anadelphia lomaensis,(A.Camus) Jacq.-Fél.,Species,Synonym,TRUE,908286-1,441339,NA,-1,1,NA
Hebepetalum humiriifolia,(Planch.) Benth.,LC,Fuzzy (edit distance),FALSE,0.92,2,3014925,Hebepetalum humiriifolium,(Planch.) Benth. & Hook.f. ex B.D.Jacks.,Species,Accepted,NA,77163915-1,3014925,24,15,1,NA
Myrciaria vismiifolia,(Benth.) O.Berg,LC,Fuzzy (phonetic),FALSE,0.952,1,131900,Myrciaria vismeifolia,(Benth.) O.Berg,Species,Accepted,NA,1052354-2,131900,0,15,1,NA
Piranhea trifoliata,Baill.,LC,Fuzzy (edit distance),FALSE,0.905,2,156648,Piranhea trifoliolata,Baill.,Species,Accepted,NA,354926-1,156648,0,6,1,NA
Liparis bosseri,Hermans,EN,Fuzzy (edit distance),FALSE,0.867,2,112695,Liparis bowkeri,Harv.,Species,Accepted,NA,640760-1,112695,5,1,1,NA
Clusia plumieri,Planch. &amp; Triana,EN,Fuzzy (phonetic),TRUE,0.933,1,2728556,Clusia plumeri,Planch. & Triana,Species,Accepted,NA,427639-1,2728556,4,9,1,NA
Guettarda prenleloupii,Urb.,LC,Fuzzy (edit distance),FALSE,0.955,1,93294,Guettarda preneloupii,Urb.,Species,Accepted,NA,114598-2,93294,0,4,1,NA
Diplycosia puradyatmikai,"Mustaqim, Utteridge &amp; Heatubun",DD,Fuzzy (phonetic),FALSE,0.958,1,3243793,Diplycosia puradyatmikae,"Mustaqim, Utteridge & Heatubun",Species,Synonym,TRUE,77210142-1,3274094,4,21,1,NA
Freziera monzonensis,(Melch.) Kobuski,DD,Fuzzy (phonetic),FALSE,0.95,1,2814584,Freziera monsonensis,(Melch.) Kobuski,Species,Accepted,NA,830261-1,2814584,0,16,1,NA
Diospyros sennenni,G.E.Schatz &amp; Lowry,LC,Fuzzy (phonetic),TRUE,0.944,1,547343,Diospyros sennenii,G.E.Schatz & Lowry,Species,Accepted,NA,77215124-1,547343,4,12,1,NA
Catostemma digitatum,J.D.Sheph. &amp; W.S.Alverson,LC,Fuzzy (edit distance),FALSE,0.9,2,2705829,Catostemma digitata,J.D.Sheph. & W.S.Alverson,Species,Accepted,NA,50160-2,2705829,4,13,1,NA
Diospyros ambanjensis,G.E.Schatz &amp; Lowry,EN,Fuzzy (edit distance),FALSE,0.905,2,383636,Diospyros amaniensis,Gürke,Species,Accepted,NA,322064-1,383636,21,1,1,NA
Diospyros melanocarpa,G.E.Schatz &amp; Lowry.,VU,Fuzzy (edit distance),FALSE,0.905,2,384421,Diospyros melocarpa,F.White,Species,Accepted,NA,322697-1,384421,20,1,1,NA
Celtis orthacanthos,Planch.,EN,Fuzzy (phonetic),FALSE,0.947,1,2708401,Celtis orthocanthos,Planch.,Species,Accepted,NA,851135-1,2708401,0,7,1,NA
Moldenhawera luschnathiana,Yakovlev,VU,Fuzzy (edit distance),FALSE,0.962,1,2374974,Moldenhawera lushnathiana,Yakovlev,Species,Accepted,NA,163022-2,2374974,0,8,1,NA
Scleronema spruceana,Benth.,LC,Fuzzy (edit distance),FALSE,0.905,2,2932213,Scleronema spruceanum,Benth.,Species,Accepted,NA,230852-2,2932213,0,6,1,NA
Vitex franceseana,I.Darbysh. &amp; Goyder,EN,Fuzzy (edit distance),FALSE,0.941,1,549476,Vitex francesiana,I.Darbysh. & Goyder,Species,Accepted,NA,77217566-1,549476,4,12,1,NA
Linospadix monostachyos,(Mart.) H.Wendl.,LC,Fuzzy (phonetic),FALSE,0.957,1,112593,Linospadix monostachyus,(Mart.) H.Wendl.,Species,Accepted,NA,167181-3,112593,0,16,1,NA
Psydrax attenuata,(R.Br. ex Benth.) S.T.Reynolds &amp; R.J.F.Hend.,LC,Fuzzy (edit distance),FALSE,0.889,2,337730,Psydrax attenuatus,(R.Br. ex Benth.) S.T.Reynolds & R.J.F.Hend.,Species,Accepted,NA,77063947-1,337730,4,32,1,NA
Schizocalyx bracteosus,Wedd.,LC,Fuzzy (edit distance),FALSE,0.909,2,188093,Schizocalyx bracteosa,Wedd.,Species,Accepted,NA,766156-1,188093,0,5,1,NA
Acacia macdonnellensis,Maconochie,LC,Fuzzy (phonetic),FALSE,0.957,1,2612891,Acacia macdonnelliensis,Maconochie,Species,Accepted,NA,470815-1,2612891,0,10,1,NA
Diospyros crassifolia,"A.G.Linan, G.E.Schatz &amp; Lowry",VU,Fuzzy (edit distance),FALSE,0.905,2,383805,Diospyros cerasifolia,D.Don,Species,Synonym,NA,322220-1,NA,31,1,1,NA
Diospyros nitidifolia,"A.G.Linan, G.E.Schatz &amp; Lowry",EN,Fuzzy (edit distance),FALSE,0.905,2,385008,Diospyros viridifolia,Elmer,Species,Synonym,NA,323182-1,464985,30,1,1,NA
Diospyros retusa,"H.N.Rakouth, G.E.Schatz &amp; Lowry",EN,Fuzzy (edit distance),FALSE,0.875,2,384808,Diospyros setosa,Bakh.,Species,Synonym,NA,323008-1,384637,31,2,1,NA
Diospyros tampolensis,"H.N.Rakouth, G.E.Schatz &amp; Lowry",CR,Fuzzy (edit distance),FALSE,0.905,2,384886,Diospyros tampinensis,H.Perrier,Species,Accepted,NA,323084-1,384886,32,2,1,NA
Dalbergia martinii,F.White,LC,Fuzzy (phonetic),FALSE,0.944,1,2755713,Dalbergia martini,F.White,Species,Accepted,NA,490321-1,2755713,0,7,1,NA
Harpalyce sousai,Arroyo,VU,Fuzzy (phonetic),FALSE,0.938,1,2839745,Harpalyce sousae,Arroyo,Species,Accepted,NA,117975-2,2839745,0,6,1,NA
Magnolia tribouillierana,"A.V�zquez, Archila &amp; V�liz",CR,Fuzzy (phonetic),FALSE,0.96,1,537520,Magnolia tribouillieriana,"A.Vázquez, Archila & Véliz",Species,Accepted,NA,77204168-1,537520,NA,-1,1,NA
Hymenophyllum leratii,Rosenst.,LC,Fuzzy (phonetic),FALSE,0.955,1,3144822,Hymenophyllum le ratii,Rosenst.,Species,Accepted,NA,17252710-1,3144822,0,8,1,NA
Trigonostemon detritiferus,R.I.Milne,NT,Fuzzy (edit distance),FALSE,0.923,2,208819,Trigonostemon detritifer,R.Milne,Species,Accepted,NA,979028-1,208819,2,6,1,NA
Conophytum loeschianum,Tischer,EN,Fuzzy (phonetic),FALSE,0.955,1,2735011,Conophytum loescheanum,Tischer,Species,Accepted,NA,895823-1,2735011,0,7,1,NA
Klaineanthus gabonii,Pierre,LC,Fuzzy (phonetic),FALSE,0.905,2,106058,Klaineanthus gaboniae,Pierre ex Prain,Species,Accepted,NA,350711-1,106058,9,5,1,NA
Hua gabonii,Pierre ex De Wild.,LC,Fuzzy (phonetic),FALSE,0.909,1,2854535,Hua gaboni,Pierre ex De Wild.,Species,Accepted,NA,824048-1,2854535,0,18,1,NA
Phyllanthus balansaeanus,Guillaumin,EN,Fuzzy (phonetic),FALSE,0.917,2,153422,Phyllanthus balansanus,Guillaumin,Species,Accepted,NA,353563-1,153422,0,10,1,NA
Myodocarpus angustialatus,Lowry ined.,VU,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Piper seychellarum,J.Gerlach,VU,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Drimia porphyrostachys,(Baker) A.G.Mill.,DD,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Macrothelypteris vandervekenii,Pic.Serm.,LC,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Cybianthus pittieri,G.Agostini &amp; Pipoly,VU,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Grewia delphinensis,Capuron,VU,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Bembicia uniflora,(H.Perrier) Capuron,LC,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Pycnandra viridiflora,Swenson &amp; Munzinger,CR,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Liparis bemarahensis,Hermans,EN,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Liparis magnifica,Hermans,EN,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros orbicularis,G.E.Schatz &amp; Lowry,VU,Fuzzy (phonetic),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros arenicola,"A.G.Linan, G.E.Schatz &amp; Lowry",VU,Fuzzy (phonetic),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros orientalis,"A.G.Linan, G.E.Schatz &amp; Lowry",EN,Fuzzy (phonetic),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Diospyros quadrangularis,G.E.Schatz &amp; Lowry,LC,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Sideroxylon mirmulans,R.Br.,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Sideroxylon mirmulans,R.Br.,EN,Fuzzy (edit distance),TRUE,0.952,1,192020,Sideroxylon mirmulano,R.Br.,Species,Accepted,NA,789753-1,192020,0,5,1,NA
Pouteria brevipedicellata,(P.Royen) ined.,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Pouteria brevipedicellata,(P.Royen) ined.,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Eugenia acunai,Alain,EN,Fuzzy (phonetic),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Eugenia acunai,Alain,EN,Fuzzy (phonetic),TRUE,0.929,1,74237,Eugenia acunae,Alain,Species,Accepted,NA,97998-2,74237,0,5,1,NA
Eugenia tabouensis,Aubrev.,VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Eugenia tabouensis,Aubrev.,VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Semecarpus acuminata,Thwaites,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Semecarpus acuminata,Thwaites,EN,Fuzzy (edit distance),TRUE,0.905,2,2479732,Semecarpus acuminatus,Thwaites,Species,Accepted,NA,71190-1,2479732,0,8,1,NA
Semecarpus obovata,Moon,VU,Fuzzy (edit distance),TRUE,0.895,2,2479936,Semecarpus obovatus,Moon ex Thwaites,Species,Accepted,NA,60457252-2,2479936,12,4,1,NA
Semecarpus obovata,Moon,VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Baccaurea glabrifolia,Pax. &amp; K.Hoffm.,VU,Fuzzy (edit distance),TRUE,0.857,3,18614,Baccaurea glabriflora,Pax & K.Hoffm.,Species,Synonym,NA,339627-1,18625,5,9,1,NA
Baccaurea glabrifolia,Pax. &amp; K.Hoffm.,VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Stryphnodendron harbesonii,Elm.,VU,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Eugenia gramae-andersonii,Ridl.,LR/lc,Fuzzy (phonetic),FALSE,0.846,4,75351,Eugenia graeme-andersoniae,Ridl.,Species,Synonym,TRUE,594567-1,199649,0,5,1,NA
Polyscias nothisii,Lowry  &amp; G.M.Plunkett ined.,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Polyscias nothisii,Lowry  &amp; G.M.Plunkett ined.,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Eugenia marchiana,Griseb.,LR/nt,Fuzzy (phonetic),TRUE,0.941,1,75874,Eugenia marshiana,Griseb.,Species,Accepted,NA,595052-1,75874,0,7,1,NA
Eugenia marchiana,Griseb.,LR/nt,Fuzzy (phonetic),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Eugenia marchiana,Griseb.,LR/nt,Fuzzy (phonetic),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Freziera velutina,A.L.Weitzman,VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Freziera velutina,A.L.Weitzman,VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Freziera velutina,A.L.Weitzman,VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Freziera velutina,A.L.Weitzman,VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Freziera velutina,A.L.Weitzman,VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Freziera velutina,A.L.Weitzman,VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Freziera velutina,A.L.Weitzman,VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Freziera velutina,A.L.Weitzman,VU,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Eugenia arianae,Barroso,CR,Fuzzy (edit distance),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
Terminalia igaratensis,(N.F.Mattos) Gere &amp; Boatwr.,EN,Fuzzy (edit distance),TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Fuzzy match rejected
