scientific_name,authority,category
Stenogyne purpurea,H.Mann,EN
Dasylepis blackii,(Oliv.) Chipp,EN
Sorindeia batekeensis,Lecomte,EN
Sorindeia oxyandra,Bourobou,EN
Trichoscypha bracteata,Breteler,EN
Trichoscypha nyangensis,Pellegr.,CR
Anisophyllea laurina,R.Br. ex Sabine,LC
Anonidium brieyi,De Wild.,NT
Mischogyne gabonensis,(Pellegr. ex Le Thomas) Gosline,EN
Mischogyne iddii,Gosline &amp; A.R.Marshall,EN
Mischogyne elliotiana,(Engl. &amp; Diels) R.E.Fr. ex Le Thomas,LC
Hunteria macrosiphon,Omino,NT
Voacanga chalotiana,Pierre ex Stapf,LC
Polyscias aequatoguineensis,Lejoly &amp; Lisowski,EN
Polyscias letestui,C.Norman,EN
Raphia gabonica,"S.Mogue, Sonké &amp; Couvreur",EN
Raphia zamiana,"S.Mogue, Sonké &amp; Couvreur",LC
Cordia dewevrei,De Wild. &amp; T.Durand,NT
Cordia stenoloba,Gürke,EN
Buchholzia coriacea,Engl.,LC
Buchholzia tholloniana,Hua,LC
Salacia eurypetala,Loes.,EN
Dactyladenia floribunda,Welw.,NT
Dactyladenia gilletii,(De Wild.) Prance &amp; F.White,VU
Dactyladenia jongkindii,Breteler,EN
Dactyladenia lehmbachii,(Engl.) Prance &amp; F.White,LC
Dactyladenia letestui,(Letouzey) Prance &amp; F.White,LC
Dactyladenia librevillensis,(Letouzey) Prance &amp; F.White,VU
Dactyladenia ndjoleensis,Breteler,EN
Vachellia sutherlandii,(F.Muell.) Kodela,LC
Dactyladenia pierrei,(De Wild.) Prance &amp; F.White,CR
Dactyladenia staudtii,(Engl.) Prance &amp; F.White,LC
Magnistipula cupheiflora,Mildbr.,NT
Magnistipula devriesii,Breteler,CR
Magnistipula glaberrima,Engl.,LC
Magnistipula bimarsupiata,Letouzey,LC
Magnistipula zenkeri,Engl.,LC
Maranthes chrysophylla,(Oliv.) Prance ex F.White,LC
Maranthes aubrevillei,(Pellegr.) Prance ex F.White,LC
Croton brieyi,De Wild.,NT
Leeuwenbergia letestui,Letouzey &amp; N.Hallé,EN
Macaranga assas,Amougou,LC
Macaranga staudtii,Pax,LC
Oubanguia africana,Baill.,LC
Oubanguia alata,Baker f.,LC
Oubanguia laurifolia,(Pierre) Tiegh.,LC
Plesiatropha paniculata,(Pax) Breteler,LC
Amphimas tessmannii,Harms,EN
Anthonotha mouandzae,Breteler,EN
Anthonotha pellegrinii,Aubrév.,EN
Anthonotha wijmacampensis,Breteler,EN
Anthonotha acuminata,(De Wild.) J.Léonard,LC
Anthonotha brieyi,(De Wild.) J.Léonard,LC
Anthonotha lamprophylla,(Harms) J.Léonard,LC
Anthonotha trunciflora,(Harms) J.Léonard,LC
Anthonotha xanderi,Breteler,VU
Englerodendron graciliflorum,(Harms) Estrella &amp; Ojeda,VU
Englerodendron hallei,(Aubrév.) Estrella &amp; Ojeda,VU
Englerodendron sargosii,Pellegr.,EN
Englerodendron triplisomere,(Pellegr.) Estrella &amp; Ojeda,VU
Aphanocalyx jenseniae,(Gram) Wieringa,EN
Aphanocalyx pectinatus,(A.Chev.) Wieringa,EN
Baphia brachybotrys,Harms,VU
Baphia cymosa,Breteler,EN
Baphia letestui,Pellegr.,NT
Craibia laurentii,(De Wild.) De Wild.,LC
Craibia lujae,De Wild.,LC
Craibia simplex,Dunn,VU
Craibia macrantha,(Pellegr.) J.B.Gillett,EN
Crudia letouzeyi,Breteler &amp; Nguema,VU
Cryptosepalum pellegrinianum,(J.Léonard) J.Léonard,LC
Cryptosepalum staudtii,Harms,NT
Cynometra letestui,(Pellegr.) J.Léonard,EN
Cynometra lujae,De Wild.,LC
Cynometra nyangensis,Pellegr.,EN
Dialium eurysepalum,Harms,EN
Didelotia minutiflora,(A.Chev.) J.Léonard,VU
Didelotia morelii,Aubrév.,CR
Didelotia pauli-sitai,Letouzey,EN
Gilbertiodendron quadrifolium,(Harms) J.Léonard,CR
Terminalia griffithsiana,Liben,EN
Terminalia ferdinandiana,Exell,LC
Englerodendron conchyliophorum,(Pellegr.) Breteler,LC
Vachellia valida,(Tindale &amp; Kodela) Kodela,LC
Englerodendron korupense,Burgt,EN
Symplocos nakaharae,(Hayata) Masam.,LC
Prunus jamasakura,(Makino) Siebold ex Koidz.,LC
Erythrina tholloniana,Hua,VU
Gilbertiodendron grandiflorum,(De Wild.) J.Léonard,NT
Gilbertiodendron imenoense,(Pellegr.) J.Léonard,VU
Gilbertiodendron limosum,(Pellegr.) J.Léonard,EN
Gilletiodendron escherichii,(Harms) J.Léonard,CR
Gilletiodendron kisantuense,(Vermoesen ex De Wild.) J.Léonard,LC
Hymenostegia brachyura,(Harms) J.Léonard,VU
Hymenostegia felicis,(A.Chev.) J.Léonard,LC
Hymenostegia neoaubrevillei,J.Léonard,VU
Hymenostegia normandii,Pellegr.,NT
Hymenostegia pellegrinii,(A.Chev.) J.Léonard,LC
Hymenostegia mundungu,(Pellegr.) J.Léonard,LC
Hymenostegia floribunda,(Benth.) Harms,LC
Hymenostegia klainei,Pierre ex Pellegr.,LC
Julbernardia letouzeyi,Villiers,EN
Loesenera gabonensis,Pellegr.,VU
Loesenera walkeri,(A.Chev.) J.Léonard,VU
Millettia wieringae,Adomou,EN
Oddoniodendron gambanum,Ngok &amp; Breteler,VU
Oddoniodendron normandii,Aubrév.,VU
Oddoniodendron reitsmarum,Ngok &amp; Breteler,EN
Yucca pinicola,Zamudio,LC
Schefflerodendron adenopetalum,(Taub.) Harms,NT
Schefflerodendron gabonense,Pellegr.,EN
Tessmannia dewildemaniana,Harms,LC
Tessmannia korupensis,Burgt,EN
Tessmannia lescrauwaetii,(De Wild.) Harms,LC
Vadensea testui,Jongkind &amp; O.Lachenaud,VU
Vitex gabunensis,Gürke,LC
Beilschmiedia obscura,(Stapf) Engl. ex A. Chev.,LC
Rhaptopetalum pachyphyllum,Engl.,LC
Rhaptopetalum rabiense,Kenfack &amp; Nguema,CR
Rhaptopetalum coriaceum,Oliv.,LC
Strychnos malchairii,De Wild.,LC
Strychnos ternata,Gilg ex Leeuwenb.,LC
Sterculia lastoursvillensis,M.Bodard &amp; Pellegr.,VU
Microcos pinnatifida,(Mast.) Burret,LC
Leptonychia macrantha,K.Schum.,LC
Nesogordonia perpulchra,N.Hallé,EN
Nesogordonia holtzii,(Engl.) Capuron ex L.C.Barnett &amp; Dorr,NT
Pterygota augouardii,Pellegr.,CR
Dichaetanthera strigosa,(Cogn.) Jacq.-Fél.,NT
Memecylon biokoense,R.D.Stone,EN
Memecylon mouririoides,Jacq.-Fél.,EN
Memecylon occultum,Jacq.-Fél.,NT
Memecylon salicifolium,Jacq.-Fél.,EN
Warneckea cauliflora,Jacq.-Fél.,NT
Warneckea macrantha,Jacq.-Fél.,VU
Warneckea reygaertii,(De Wild.) Jacq.-Fél.,LC
Ficus adolphi-friderici,Mildbr.,NT
Ficus amadiensis,De Wild.,LC
Ficus burretiana,Mildbr. &amp; Hutch.,VU
Ficus cyathistipuloides,De Wild.,VU
Ficus densistipulata,De Wild.,NT
Ficus louisii,Boutique &amp; J.Léonard,LC
Ficus tesselata,Warb.,LC
Eugenia congolensis,De Wild. &amp; T.Durand,LC
Eugenia gabonensis,Amshoff,LC
Eugenia ogoouensis,Amshoff,VU
Syzygium gilletii,De Wild.,VU
Octoknema aruwimiensis,Mildbr.,LC
Octoknema dinklagei,Engl.,EN
Octoknema klaineana,Pierre,CR
Ptychopetalum olacoides,Benth.,LC
Ptychopetalum uncinatum,Anselmino,LC
Ptychopetalum petiolatum,Oliv.,LC
Strombosia gossweileri,S.Moore,EN
Strombosiopsis sereinii,Breteler,LC
Chaetocarpus gabonensis,Breteler,VU
Soyauxia kwewonii,Breteler &amp; Jongkind,EN
Soyauxia glabrescens,Engl.,LC
Bridelia wilksii,Breteler,EN
Cleistanthus bambidianus,Breteler,VU
Cleistanthus bipindensis,Pax,LC
Cleistanthus libericus,N.E.Br.,LC
Onobrychis peloponnesiaca,(Iatroú &amp; Kit Tan) Iatroú &amp; Kit Tan,EN
Cleistanthus pierlotii,J.Léonard,VU
Cleistanthus zenkeri,Jabl.,LC
Plagiocladus diandrus,(Pax) Jean F.Brunel,LC
Cuscuta reflexa,Roxb.,LC
Protomegabaria macrophylla,Hutch.,LC
Protomegabaria meiocarpa,J.Léonard,VU
Drypetes calvescens,Pax &amp; K.Hoffm.,LC
Drypetes euryodes,(Hiern) Hutch.,CR
Drypetes polyantha,Pax &amp; K.Hoffm.,LC
Drypetes spinosodentata,(Pax) Hutch.,LC
Cassipourea carringtoniana,Mendes,EN
Cassipourea dinklagei,(Engl.) Alston,EN
Cassipourea ndambiana,Breteler,EN
Cassipourea plumosa,(Oliv.) Alston,EN
Comiphyton gabonense,Floret,NT
Belonophora coffeoides,Hook.f.,LC
Colletoecema gabonensis,Dessein &amp; O.Lachenaud,EN
Cuviera calycosa,Wernham,LC
Nauclea gilletii,(De Wild.) Merr.,LC
Pauridiantha pleiantha,Ntore &amp; Dessein,EN
Pauridiantha smetsiana,Ntore &amp; Dessein,EN
Psydrax gilletii,(De Wild.) Bridson,NT
Psydrax splendens,(K.Schum.) Bridson,LC
Rothmannia jollyana,N.Hallé,VU
Schumanniophyton hirsutum,(Hiern) R.D.Good,NT
Sericanthe mpassa,Sonké &amp; Robbr.,VU
Tricalysia elliottii,(K.Schum.) Hutch. &amp; Dalziel,LC
Tricalysia pedunculosa,(N.Hallé) Robbr.,LC
Homalium fulviflorum,Sleumer,EN
Homalium lastoursvillense,Pellegr.,VU
Mocquerysia distans,Breteler,EN
Allophylus grandifolius,(Baker) Radlk.,LC
Allophylus imenoensis,Pellegr.,EN
Allophylus longicuneatus,Verm. ex Hauman,NT
Allophylus mayimbensis,Pellegr.,EN
Allophylus ngounyensis,Pellegr.,EN
Allophylus poungouensis,Pellegr.,VU
Aporrhiza lastoursvillensis,Pellegr.,EN
Aporrhiza letestui,Pellegr.,EN
Bizonula letestui,Pellegr.,CR
Chytranthus macrophyllus,Gilg,NT
Glenniea unijugata,(Aubrév. &amp; Pellegr.) Leenh.,VU
Lychnodiscus brevibracteatus,Fouilloy,VU
Placodiscus glandulosus,Radlk. ex Engl.,NT
Englerophytum ferrugineum,L.Gaut. &amp; O.Lachenaud,EN
Englerophytum gigantifolium,O.Lachenaud &amp; L.Gaut.,CR
Englerophytum laurentii,(De Wild.) L.Gaut.,LC
Englerophytum libenii,O.Lachenaud &amp; L.Gaut.,EN
Englerophytum paludosum,"L.Gaut., Burgt &amp; O.Lachenaud",LC
Englerophytum somiferanum,Aubrév.,CR
Tulestea koulamoutouense,Aubrév. &amp; Pellegr.,CR
Myrcia anacletoi,(Borhidi &amp; O.Muñiz) Z.Acosta &amp; K.Samra,LC
Lecomtedoxa biraudii,Aubrév. &amp; Pellegr.,EN
Lecomtedoxa saint-aubinii,Aubrév. &amp; Pellegr.,EN
Manilkara microphylla,Aubrév. &amp; Pellegr.,EN
Neolemonniera batesii,(Engl.) Heine,VU
Synsepalum buluensis,(Greves) ined.,VU
Synsepalum oyemense,(Aubrév. &amp; Pellegr.) ined.,CR
Synsepalum congolense,Lecomte,EN
Synsepalum gabonense,(Aubrév. &amp; Pellegr.) T.D.Penn.,EN
Synsepalum fleuryanum,A.Chev.,NT
Synsepalum letestui,Aubrév. &amp; Pellegr.,EN
Synsepalum nyangense,(Pellegr.) McPherson &amp; J.T.White,EN
Cryptosepalum korupense,Burgt,EN
Synsepalum tomentosum,(Aubrév. &amp; Pellegr.) ined.,EN
Tridesmostemon congoensis,(A.Chev.) Aubrév. &amp; Pellegr.,EN
Rinorea apertior,Achound. &amp; Bos,EN
Rinorea ituriensis,M.Brandt,CR
Erismadelphus exsul,Mildbr.,LC
Myrcia calyptrata,(Griseb.) Z.Acosta &amp; K.Samra,DD
Myrcia celaenensis,E.Lucas &amp; K.Samra,LC
Myrcia galanoana,Z.Acosta &amp; K.Samra,DD
Myrcia hydrophila,Z.Acosta &amp; K.Samra,DD
Cliftonia monophylla,(Lam.) Britton,LC
Brazzeia congoensis,Baill.,LC
Myrcia petricola,Z.Acosta &amp; K.Samra,VU
Myrcia tenuiclada,Z.Acosta &amp; K.Samra,EN
Myrcia megapaniculata,A.R.Lourenço &amp; Parra-Os.,LC
Myrcia neovenulosa,A.R.Lourenço &amp; Sánchez-Cháv.,EN
Myrcia neocaudata,A.R.Lourenço &amp; E.Lucas,EN
Myrcia neorubella,A.R.Lourenço &amp; E.Lucas,LC
Myrcia adenophylla,A.R.Lourenço &amp; E.Lucas,LC
Myrcia carioca,A.R.Lourenço &amp; E.Lucas,VU
Myrcia glomerata,(Cambess.) G.P.Burton &amp; E.Lucas,LC
Myrcia elliptifolia,A.R.Lourenço &amp; E.Lucas,LC
Myrcia neofusca,A.R.Lourenço &amp; E.Lucas,EN
Myrcia neomacrocarpa,A.R.Lourenço &amp; E.Lucas,LC
Myrcia pseudopauciflora,A.R.Lourenço &amp; E.Lucas,EN
Myrcia styphelantha,A.R.Lourenço &amp; E.Lucas,EN
Myrcia hylobates,(Standl. ex Amshoff) E.Lucas &amp; K.Samra,LC
Myrcia uncinata,A.R.Lourenço &amp; E.Lucas,VU
Myrcia corticosa,(Sobral &amp; M.A.D.Souza) K.Campbell &amp; E.Lucas,DD
Myrcia curta,(Sobral &amp; O.T.Aguiar) K.Campbell &amp; E.Lucas,CR
Acacia armitii,F.Muell. ex Maiden,NT
Acacia georginae,F.M.Bailey,LC
Acacia rhodophloia,Maslin,LC
Plagiosiphon discifer,Harms,EN
Nothodissotis barteri,(Hook.f.) Veranso-Libalah &amp; G.Kadereit,VU
Mendoncia camerounensis,Breteler &amp; Wieringa,EN
Pseudohydrosme gabunensis,Engl.,EN
Vitex lokundjensis,W.Piep.,VU
Machilus chekiangensis,S.K.Lee,LC
Machilus decursinervis,Chun,LC
Machilus kobu,Maxim.,LC
Machilus kurzii,King ex Hook.f.,LC
Machilus kwangtungensis,Y.C.Yang,LC
Machilus lohuiensis,S.K.Lee,EN
Machilus minkweiensis,S.K.Lee,VU
Machilus nakaoi,S.K.Lee,EN
Machilus odoratissima,Nees,LC
Machilus parviflora,Meisn.,CR
Machilus platycarpa,Chun,VU
Machilus pseudokobu,Koidz.,EN
Machilus verruculosa,H.W.Li,EN
Machilus zuihoensis,Hayata,LC
Neolitsea acuminatissima,(Hayata) Kaneh. &amp; Sasaki,LC
Neolitsea alongensis,Lecomte,LC
Neolitsea archboldiana,C.K.Allen,CR
Neolitsea boninensis,Koidz.,EN
Neolitsea buisanensis,Yamam. &amp; Kamik.,LC
Neolitsea cassiifolia,(Blume) Merr.,LC
Neolitsea chui,Merr.,LC
Neolitsea gamblei,Chakrab. &amp; Diwakar,DD
Scutellaria yildirimlii,Çiçek &amp; Yaprak,EN
Neolitsea konishii,(Hayata) Kaneh. &amp; Sasaki,LC
Sideritis gulendamii,H.Duman &amp; Karavel.,EN
Neolitsea mannii,(King ex Hook.f.) Chakrab.,EN
Neolitsea parvigemma,(Hayata) Kaneh. &amp; Sasaki,LC
Neolitsea polycarpa,H.Liu,LC
Neolitsea pulchella,(Meisn.) Merr.,LC
Neolitsea siamensis,Kosterm.,VU
Neolitsea variabillima,(Hayata) Kaneh. &amp; Sasaki,LC
Neolitsea villosa,(Blume) Merr.,LC
Neolitsea zeylanica,(Nees &amp; T.Nees) Merr.,LC
Phoebe birmanica,Kosterm.,CR
Phoebe grandis,(Nees) Merr.,LC
Phoebe hungmoensis,S.K.Lee,VU
Phoebe javanica,Meisn.,DD
Phoebe laevis,Kosterm.,LC
Paris polyphylla,Sm.,VU
Trigonostemon aurantiacus,(Kurz ex Teijsm. &amp; Binn.) Boerl.,LC
Trigonostemon capillipes,(Hook.f.) Airy Shaw,NT
Trigonostemon malaccanus,Müll.Arg.,LC
Trigonostemon polyanthus,Merr.,EN
Trigonostemon sinclairii,Jabl.,VU
Trigonostemon villosus,Hook.f.,LC
Trigonostemon viridissimus,(Kurz) Airy Shaw,LC
Trigonostemon wetriifolius,Airy Shaw &amp; Ng,CR
Goodyera rosea,(H.Perrier) Ormerod,EN
Myrcia irregularis,"(Sobral, M.A.D. Souza &amp; Luize) K.Campbell &amp; E.Lucas",DD
Myrcia mayarensis,(Borhidi) Z.Acosta &amp; K.Samra,DD
Acacia hopperiana,Maslin,LC
Acacia lysiphloia,F.Muell.,LC
Acacia multispicata,Benth.,LC
Acacia oraria,F.Muell.,LC
Acacia wetarensis,Pedley,VU
Cupania hispida,Radkl.,LC
Cupania polyodonta,Radkl.,LC
Cupania macrostylis,(Radlk.) Acev.-Rodr.,LC
Cupania rubiginosa,(Poir.) Radlk.,LC
Drimys roraimensis,"(A.C.Sm.) Ehrend., Silberb.-Gottsb. &amp; Gottsb.",LC
Dysoxylum inopinatum,(Harms) Mabb.,LC
Dysoxylum kaniense,Harms,LC
Dysoxylum randianum,Merr. &amp; L.M.Perry,DD
Dysoxylum variabile,Harms,LC
Lychnocephalus tomentosus,Mart. ex DC.,VU
Lychnophora sellovii,Sch.Bip.,EN
Elaeocarpus altigenus,Schltr.,LC
Elaeocarpus amplifolius,Schltr.,NT
Elaeocarpus altisectus,Schltr.,LC
Elaeocarpus arfakensis,Schltr.,LC
Elaeocarpus bilobatus,Schltr.,LC
Elaeocarpus bakaianus,Coode,VU
Elaeocarpus balabanii,Weibel,CR
Elaeocarpus baramii,Weibel,VU
Elaeocarpus bidupensis,Gagnep.,DD
Elaeocarpus habbemensis,A.C.Sm.,LC
Elaeocarpus luteolus,A.C.Sm.,LC
Elaeocarpus poculifer,A.C.Sm.,LC
Elaeocarpus pycnanthus,A.C.Sm.,LC
Elaeocarpus schlechterianus,A.C.Sm.,LC
Elaeocarpus sericoloides,A.C.Sm.,LC
Elaeocarpus trichophyllus,A.C.Sm.,LC
Erythroxylum leal-costae,Plowman,CR
Erythroxylum pauferrense,Plowman,LC
Elaeocarpus tonganus,Burkill,LC
Elaeocarpus jacobsii,Coode,LC
Elaeocarpus coactilus,Gagnep.,DD
Elaeocarpus medioglaber,Gagnep.,DD
Elaeocarpus rivularis,Gagnep.,DD
Elaeocarpus stapfianus,Gagnep.,DD
Elaeocarpus floridanus,Hemsl.,LC
Elaeocarpus debruynii,O.C.Schmidt,DD
Elaeocarpus nouhuysii,Koord.,LC
Elaeocarpus densiflorus,Knuth,LC
Elaeocarpus fuscoides,Knuth,LC
Elaeocarpus lingualis,Knuth,LC
Elaeocarpus petelotii,Merr.,DD
Elaeocarpus polyanthus,Ridl.,NT
Phoebe lucida,Blume,LC
Phoebe macrocarpa,C.Y.Wu,VU
Phoebe megacalyx,H.W.Li,NT
Phoebe pallida,(Nees) Nees,LC
Phoebe paniculata,(Nees) Nees,LC
Phoebe sterculioides,(Elmer) Merr.,LC
Phoebe tavoyana,Hook.f.,LC
Phoebe wightii,Meisn.,LC
Phoebe yaiensis,S.K.Lee,EN
Syndiclis chinensis,C.K.Allen,EN
Erisma panamense,"M.L.Kawas., S.Castillo &amp; McPherson",DD
Elaeocarpus coloides,Schltr.,LC
Elaeocarpus dolichodactylus,Schltr.,LC
Elaeocarpus kaniensis,Schltr.,VU
Elaeocarpus ledermannii,Schltr.,LC
Elaeocarpus pachyanthus,Schltr.,LC
Elaeocarpus polydactylus,Schltr.,LC
Elaeocarpus ptilanthus,Schltr.,LC
Elaeocarpus sepikanus,Schltr.,LC
Elaeocarpus sarcanthus,Schltr.,LC
Elaeocarpus undulatus,Warb.,LC
Elaeocarpus womersleyi,Weibel,LC
Elaeocarpus rubescens,Weibel,EN
Elaeocarpus lawasii,Weibel,LC
Elaeocarpus kalabitii,Weibel,LC
Quintinia ledermannii,Schltr.,LC
Quintinia altigena,Schltr.,LC
Quintinia brassii,Reeder,DD
Symplocos guianensis,(Aubl.) Gürke,LC
Symplocos cambodiana,(Pierre) Hallier f.,LC
Symplocos nitens,(Pohl) Benth.,LC
Symplocos fuliginosa,B.Ståhl,LC
Symplocos fimbriata,B.Ståhl,LC
Symplocos nuda,Bonpl.,LC
Symplocos bogotensis,Brand,LC
Symplocos khasiana,Brand,DD
Symplocos quitensis,Brand,LC
Symplocos rigidissima,Brand,LC
Symplocos nana,Brand,LC
Symplocos spectabilis,Brand,DD
Symplocos hookeri,C.B.Clarke,LC
Trillium camschatcense,Ker Gawl.,VU
Trillium govanianum,Wall. ex D.Don,EN
Symplocos pochinii,C.E.C.Fisch.,DD
Symplocos sukoei,C.E.C.Fisch.,DD
Symplocos subintegra,Chatterjee,DD
Symplocos sordida,Guillaumin,DD
Symplocos jurgensenii,Hemsl.,LC
Symplocos pealii,King ex Das,DD
Symplocos pubescens,Klotzsch ex Benth.,LC
Symplocos guadeloupensis,Krug &amp; Urb.,NT
Symplocos leiostachya,Kurz,DD
Symplocos leucantha,Kurz,DD
Symplocos ecuadorensis,Little,LC
Symplocos neblinae,Maguire &amp; Steyerm.,VU
Symplocos araioura,Merr.,DD
Symplocos iliaspaiensis,Noot.,DD
Symplocos limonensis,"B.Ståhl, C.Ulloa &amp; Minga",EN
Symplocos laeteviridis,Stapf,LC
Symplocos cerasifolia,Wall.,LC
Symplocos oxyphylla,Wall.,LC
Symplocos microphylla,Wight,DD
Weinmannia aphanoneura,Airy Shaw,LC
Weinmannia glomerata,C.Presl,VU
Weinmannia latifolia,C.Presl,LC
Weinmannia lentiscifolia,C.Presl,LC
Weinmannia ovata,Cav.,LC
Weinmannia magnifolia,Cuatrec.,DD
Weinmannia testudineata,Cuatrec.,DD
Weinmannia kunthiana,D.Don,LC
Weinmannia cymbifolia,Diels,VU
Weinmannia urdanetensis,Elmer,LC
Weinmannia haenkeana,Engl.,LC
Weinmannia lansbergiana,Engl.,LC
Weinmannia lechleriana,Engl.,LC
Weinmannia spruceana,Engl.,LC
Weinmannia rollottii,Killip,LC
Weinmannia multijuga,Killip &amp; A.C.Sm.,LC
Weinmannia elliptica,Kunth,LC
Weinmannia macrophylla,Kunth,LC
Weinmannia pubescens,Kunth,LC
Weinmannia sorbifolia,Kunth,LC
Weinmannia tomentosa,L.f.,LC
Weinmannia ysabelensis,L.M.Perry,CR
Weinmannia purpurea,L.M.Perry,VU
Weinmannia velutina,O.C.Schmidt,LC
Weinmannia boliviensis,R.E.Fr.,NT
Weinmannia reticulata,Ruiz &amp; Pav.,LC
Weinmannia anisophylla,Standl. &amp; L.O.Williams,LC
Weinmannia dzieduszyckii,Szyszyl.,DD
Acacia dallachiana,F.Muell.,VU
Androcalva rossii,(Guymer) C.F.Wilkins &amp; Whitlock,LC
Matayba kennedyae,Croat,DD
Gloeospermum portobelense,A.Robyns,DD
Sloanea paucinervia,T.D.Penn.,DD
Ouratea darienensis,Whitef.,DD
Ouratea flexipedicellata,Dwyer,DD
Daphnopsis morii,Barringer &amp; Nevling,LC
Besleria arborescens,C.V.Morton,LC
Ouratea jefensis,Whitef.,LC
Ouratea sulcatinervia,Whitef.,LC
Ouratea tristis,Whitef.,DD
Sloanea megaphylla,Pittier,LC
Daphnopsis folsomii,Barringer &amp; Nevling,LC
Morisonia americana,L.,LC
Symplocos limoncillo,Bonpl.,LC
Myrcia protracta,(Urb.) Z.Acosta &amp; K.Samra,DD
Barnebydendron riedelii,(Tul.) J.H.Kirkbr.,LC
Myrcia pseudomoaensis,(Borhidi &amp; O.Muñiz) Z.Acosta &amp; K.Samra,DD
Stenosepala hirsuta,C.H.Perss.,LC
Arawakia weddelliana,(Planch. &amp; Triana) L. Marinho,LC
Ardisia granatensis,Mez,LC
Clavija fusca,B.Ståhl,LC
Geissanthus perpuncticulosus,(Lundell) Pipoly,LC
Myrsine juergensenii,(Mez) Ricketson &amp; Pipoly,LC
Parathesis microcalyx,Donn.Sm.,LC
Meliosma grandifolia,(Liebm.) Urb.,LC
Meliosma idiopoda,S.F.Blake,LC
Leptobalanus granvillei,(Prance) Sothers &amp; Prance,LC
Licania cruegeriana,Urb.,LC
Hesperomeles obtusifolia,(Pers.) Lindl.,LC
Casearia corymbosa,Kunth,LC
Casearia tacanensis,Lundell,LC
Hasseltia guatemalensis,Warb.,LC
Casearia bicolor,Urb.,LC
Lunania mexicana,Brandegee,LC
Phenax angustifolius,(Kunth) Wedd.,LC
Saurauia montana,Seem.,LC
Saurauia rubiformis,Vatke,LC
Xylosma intermedia,(Seem.) Triana &amp; Planch.,LC
Xylosma rubicunda,(H.Karst.) Gilg,LC
Cleyera theoides,(Sw.) Choisy,LC
Freziera candicans,Tul.,LC
Symplococarpon purpusii,(Brandegee) Kobuski,LC
Lozanella enantiophylla,(Donn.Sm.) Killip &amp; C.V.Morton,LC
Castilla tunu,Hemsl.,LC
Ficus cervantesiana,Standl. &amp; L.O.Williams,LC
Ficus colubrinae,Standl.,LC
Ficus tonduzii,Standl.,LC
Myriocarpa longipes,Liebm.,LC
Helicostylis tovarensis,(Klotzsch &amp; H.Karst.) C.C.Berg,LC
Sorocea ruminata,C.C.Berg,LC
Myrcia siberiensis,"(Villarroel, M.Nee &amp; Proença) K.Campbell &amp; E.Lucas",CR
Myrcia yaraensis,(Urb.) Z.Acosta &amp; K.Samra,DD
Myrcia amoena,(Pilg.) A.R.Lourenço &amp; E.Lucas,DD
Myrcia ampliflora,(M.L.Kawas.) A.R.Lourenço &amp; E.Lucas,EN
Myrcia amshoffae,(McVaugh) A.R.Lourenço &amp; E.Lucas,LC
Myrcia anguerana,(Sobral &amp; Ibrahim) A.R.Lourenço &amp; E.Lucas,CR
Myrcia arachnicola,(Sobral &amp; M.C.Souza) A.R.Lourenço &amp; E.Lucas,CR
Myrcia biconvexa,(M.C.Souza &amp; Sobral) A.R.Lourenço &amp; E.Lucas,EN
Myrcia boanova,(Sobral) A.R.Lourenço &amp; E.Lucas,CR
Myrcia buchenavioides,(Parra-Os.) A.R.Lourenço &amp; Parra-Os.,LC
Myrcia carangola,(Sobral &amp; Leoni) A.R.Lourenço &amp; E.Lucas,CR
Myrcia carinata,(M.L.Kawas. &amp; B.Holst) A.R.Lourenço &amp; E.Lucas,DD
Myrcia compactiflora,(M.L.Kawas. &amp; B.Holst) A.R.Lourenço &amp; E.Lucas,EN
Myrcia cuspidata,(Mart. ex DC.) A.R.Lourenço &amp; E.Lucas,LC
Myrcia dryadica,(M.L.Kawas.) A.R.Lourenço &amp; E.Lucas,VU
Myrcia fusiformis,(M.L.Kawas.) A.R.Lourenço &amp; E.Lucas,EN
Myrcia hintonii,(Lundell) A.R.Lourenço &amp; Sánchez-Cháv.,DD
Myrcia ishoaquinicca,(M.L.Kawas. &amp; B.Holst) A.R.Lourenço &amp; E.Lucas,NT
Myrcia jefensis,(B.Holst &amp; M.L.Kawas.) A.R.Lourenço &amp; E.Lucas,EN
Myrcia krugioides,(McVaugh) A.R.Lourenço &amp; E.Lucas,LC
Myrcia lepida,(McVaugh) A.R.Lourenço &amp; E.Lucas,LC
Myrcia manuensis,(B.Holst &amp; M.L.Kawas.) A.R.Lourenço &amp; E.Lucas,LC
Myrcia maritima,(Sobral &amp; Bertoncello) A.R.Lourenço &amp; E.Lucas,EN
Myrcia maxima,(McVaugh) A.R.Lourenço &amp; Parra-Os.,LC
Myrcia nervata,(M.L.Kawas. &amp; B.Holst) A.R.Lourenço &amp; E.Lucas,LC
Myrcia pileata,(D.Legrand) A.R.Lourenço &amp; E.Lucas,VU
Myrcia platyphylla,(O.Berg) A.R.Lourenço &amp; E.Lucas,DD
Myrcia pteropoda,(O.Berg) A.R.Lourenço &amp; E.Lucas,DD
Myrcia santalucia,(Sobral) A.R.Lourenço &amp; E.Lucas,CR
Myrcia solitaria,"(Sobral, O.T.Aguiar &amp; Antunes) A.R.Lourenço &amp; E.Lucas",CR
Myrcia sparsiflora,(M.L.Kawas. &amp; B.Holst) A.R.Lourenço &amp; E.Lucas,NT
